instance,operator,runs,calls,feasible_repairs,accepted,rejected,improved,best,vehicle_reductions,distance_improvements,prefilter_passed,prefilter_rejected,new_routes_created,exact_route_evaluations,failure_reasons_json
r101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,12,0,12,"{""time_window_prefilter"":12,""two_opt_star_exact_evaluation_budget"":3}"
r101_21,vehicle_count_aware_repair,3,41,41,40,1,6,5,5,6,0,0,0,131,{}
r101_21,worst_energy_detour,3,18,0,0,18,0,0,0,0,36,0,0,0,"{""candidate_rejected"":18,""constraint_removal_budget_exhausted_before_repair"":18}"
r103C10,ejection_chain,3,3,3,0,0,0,0,0,0,15,15,0,12,"{""ejection_chain_exact_evaluation_budget"":3,""time_window_prefilter"":15}"
r103C10,relocate,3,3,3,0,0,0,0,0,0,12,36,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":36}"
r103C10,route_elimination,3,126,3,3,123,3,3,3,0,252,0,0,351,"{""no_existing_route_insertion"":249}"
r103C10,route_merge,3,101,0,0,101,0,0,0,0,0,1212,0,0,"{""time_window_prefilter"":1212}"
r103C10,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
r103C10,shaw_related,3,258,87,87,171,0,0,0,0,516,0,0,49,"{""candidate_rejected"":171,""constraint_removal_no_change"":144,""constraint_removal_no_existing_route_insertion"":20,""evaluation_budget_exhausted"":7}"
r103C10,standard,3,1274,1274,825,449,109,6,0,153,0,0,0,0,{}
r103C10,station_pressure,3,262,32,32,230,2,2,2,2,524,0,0,8,"{""candidate_rejected"":230,""constraint_removal_no_change"":230}"
r103C10,swap,3,3,3,0,0,0,0,0,0,12,24,0,12,"{""swap_exact_evaluation_budget"":3,""time_window_prefilter"":24}"
r103C10,time_window_conflict,3,247,0,0,247,0,0,0,0,494,0,0,24,"{""candidate_rejected"":247,""constraint_removal_no_change"":244,""evaluation_budget_exhausted"":3}"
r103C10,two_opt_star,3,3,3,0,0,0,0,0,0,12,15,0,12,"{""time_window_prefilter"":15,""two_opt_star_exact_evaluation_budget"":3}"
r103C10,vehicle_count_aware_repair,3,1499,1499,1298,201,41,1,0,41,0,0,6,1043,{}
r103C10,worst_energy_detour,3,241,33,33,208,1,1,1,1,482,0,0,6,"{""candidate_rejected"":208,""constraint_removal_no_change"":208}"
r105C15,ejection_chain,3,3,3,3,0,3,3,0,3,9,42,0,9,"{""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":42}"
r105C15,relocate,3,3,3,0,0,0,0,0,0,9,42,0,12,"{""relocate_candidate_budget"":3,""time_window_prefilter"":42}"
r105C15,route_elimination,3,112,3,3,109,3,3,3,3,448,0,0,214,"{""no_existing_route_insertion"":445}"
r105C15,route_merge,3,98,0,0,98,0,0,0,0,0,5586,0,0,"{""time_window_prefilter"":5586}"
r105C15,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
r105C15,shaw_related,3,258,4,4,254,2,2,0,2,516,0,0,43,"{""candidate_rejected"":254,""constraint_removal_no_change"":229,""constraint_removal_no_existing_route_insertion"":22,""evaluation_budget_exhausted"":3}"
r105C15,standard,3,1489,1489,1362,127,79,9,0,100,0,0,0,0,{}
r105C15,station_pressure,3,262,3,3,259,3,3,2,2,524,0,0,5,"{""candidate_rejected"":259,""constraint_removal_no_change"":6,""constraint_removal_no_existing_route_insertion"":253}"
r105C15,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
r105C15,time_window_conflict,3,247,4,4,243,4,4,0,4,494,0,0,28,"{""candidate_rejected"":243,""constraint_removal_no_change"":240,""evaluation_budget_exhausted"":3}"
r105C15,two_opt_star,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48,""two_opt_star_candidate_budget"":3}"
r105C15,vehicle_count_aware_repair,3,1301,1301,1107,194,21,4,0,21,0,0,180,386,{}
r105C15,worst_energy_detour,3,241,3,3,238,3,3,1,3,482,0,0,17,"{""candidate_rejected"":238,""constraint_removal_no_change"":9,""constraint_removal_no_existing_route_insertion"":228,""evaluation_budget_exhausted"":1}"
r105C5,ejection_chain,3,3,0,0,0,0,0,0,0,6,24,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""time_window_prefilter"":24}"
r105C5,relocate,3,3,0,0,0,0,0,0,0,9,18,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":18}"
r105C5,route_elimination,3,96,0,0,96,0,0,0,0,192,0,0,12,"{""no_existing_route_insertion"":192}"
r105C5,route_merge,3,102,0,0,102,0,0,0,0,0,714,0,0,"{""time_window_prefilter"":714}"
r105C5,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,0,{}
r105C5,shaw_related,3,258,0,0,258,0,0,0,0,516,0,0,1,"{""candidate_rejected"":258,""constraint_removal_no_change"":258}"
r105C5,standard,3,1460,1460,1460,0,11,0,0,11,0,0,0,0,{}
r105C5,station_pressure,3,262,0,0,262,0,0,0,0,524,0,0,0,"{""candidate_rejected"":262,""constraint_removal_no_change"":262}"
r105C5,swap,3,3,3,0,0,0,0,0,0,9,12,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":12}"
r105C5,time_window_conflict,3,247,3,3,244,0,0,0,0,494,0,0,0,"{""candidate_rejected"":244,""constraint_removal_no_change"":244}"
r105C5,two_opt_star,3,3,0,0,0,0,0,0,0,3,3,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":3}"
r105C5,vehicle_count_aware_repair,3,1342,1342,1187,155,0,0,0,0,0,0,0,0,{}
r105C5,worst_energy_detour,3,241,0,0,241,0,0,0,0,482,0,0,0,"{""candidate_rejected"":241,""constraint_removal_no_change"":241}"
rc101_21,ejection_chain,3,3,3,0,0,0,0,0,0,9,42,0,12,"{""time_window_prefilter"":42}"
rc101_21,relocate,3,3,3,0,0,0,0,0,0,12,27,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":27}"
rc101_21,route_elimination,3,26,14,14,12,14,14,14,11,146,0,0,774,"{""no_existing_route_insertion"":132}"
rc101_21,route_merge,3,16,6,6,10,6,6,6,6,266,39816,0,478,"{""capacity_prefilter"":8384,""no feasible station-insertion pattern for fixed customer order"":200,""time_window_prefilter"":31432}"
rc101_21,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
rc101_21,shaw_related,3,8,0,0,8,0,0,0,0,16,0,0,0,"{""candidate_rejected"":8,""constraint_removal_budget_exhausted_before_repair"":8}"
rc101_21,standard,3,19,16,16,0,11,9,0,11,0,0,0,0,{}
rc101_21,station_pressure,3,7,0,0,7,0,0,0,0,14,0,0,0,"{""candidate_rejected"":7,""constraint_removal_budget_exhausted_before_repair"":7}"
rc101_21,swap,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""swap_candidate_budget"":3,""time_window_prefilter"":45}"
rc101_21,time_window_conflict,3,8,0,0,8,0,0,0,0,16,0,0,0,"{""candidate_rejected"":8,""constraint_removal_budget_exhausted_before_repair"":8}"
rc101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,18,0,12,"{""time_window_prefilter"":18,""two_opt_star_exact_evaluation_budget"":3}"
rc101_21,vehicle_count_aware_repair,3,10,10,7,3,1,1,0,1,0,0,0,92,{}
rc101_21,worst_energy_detour,3,7,0,0,7,0,0,0,0,14,0,0,0,"{""candidate_rejected"":7,""constraint_removal_budget_exhausted_before_repair"":7}"
rc102C10,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
rc102C10,relocate,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
rc102C10,route_elimination,3,104,0,0,104,0,0,0,0,416,0,0,66,"{""no_existing_route_insertion"":416}"
rc102C10,route_merge,3,99,0,0,99,0,0,0,0,0,4158,0,0,"{""time_window_prefilter"":4158}"
rc102C10,route_segment_destroy,3,3,3,0,0,0,0,0,0,3,0,0,1,{}
rc102C10,shaw_related,3,258,36,36,222,17,0,0,17,516,0,0,23,"{""candidate_rejected"":222,""constraint_removal_no_change"":187,""constraint_removal_no_existing_route_insertion"":33,""evaluation_budget_exhausted"":2}"
rc102C10,standard,3,1530,1530,1415,115,56,0,0,57,0,0,0,0,{}
rc102C10,station_pressure,3,262,0,0,262,0,0,0,0,524,0,0,3,"{""candidate_rejected"":262,""constraint_removal_no_change"":3,""constraint_removal_no_existing_route_insertion"":259}"
rc102C10,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
rc102C10,time_window_conflict,3,247,3,3,244,0,0,0,0,494,0,0,6,"{""candidate_rejected"":244,""constraint_removal_no_change"":244}"
rc102C10,two_opt_star,3,3,0,0,0,0,0,0,0,9,18,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""time_window_prefilter"":18,""two_opt_star_exact_evaluation_budget"":3}"
rc102C10,vehicle_count_aware_repair,3,1267,1267,944,323,11,0,0,10,0,0,562,76,{}
rc102C10,worst_energy_detour,3,241,0,0,241,0,0,0,0,482,0,0,2,"{""candidate_rejected"":241,""constraint_removal_no_change"":234,""constraint_removal_no_existing_route_insertion"":7}"
rc103C15,ejection_chain,3,3,0,0,0,0,0,0,0,3,45,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":45}"
rc103C15,relocate,3,3,3,0,0,0,0,0,0,12,15,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":15}"
rc103C15,route_elimination,3,104,3,3,101,3,3,3,3,416,0,0,219,"{""no_existing_route_insertion"":413}"
rc103C15,route_merge,3,96,0,0,96,0,0,0,0,0,5472,0,0,"{""time_window_prefilter"":5472}"
rc103C15,route_segment_destroy,3,3,3,0,0,0,0,0,0,3,0,0,0,{}
rc103C15,shaw_related,3,258,12,12,246,3,2,0,3,516,0,0,157,"{""candidate_rejected"":246,""constraint_removal_no_change"":117,""constraint_removal_no_existing_route_insertion"":103,""evaluation_budget_exhausted"":26}"
rc103C15,standard,3,1330,1330,1174,156,68,0,0,63,0,0,0,0,{}
rc103C15,station_pressure,3,262,2,2,260,2,2,0,2,524,0,0,0,"{""candidate_rejected"":260,""constraint_removal_no_change"":6,""constraint_removal_no_existing_route_insertion"":254}"
rc103C15,swap,3,3,0,0,0,0,0,0,0,6,42,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""swap_candidate_budget"":3,""time_window_prefilter"":42}"
rc103C15,time_window_conflict,3,247,1,1,246,1,1,0,1,494,0,0,12,"{""candidate_rejected"":246,""constraint_removal_no_change"":244,""constraint_removal_no_existing_route_insertion"":2}"
rc103C15,two_opt_star,3,3,0,0,0,0,0,0,0,9,24,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""time_window_prefilter"":24,""two_opt_star_exact_evaluation_budget"":3}"
rc103C15,vehicle_count_aware_repair,3,1470,1470,1439,31,78,13,0,66,0,0,16,1046,{}
rc103C15,worst_energy_detour,3,241,6,6,235,6,0,0,6,482,0,0,16,"{""candidate_rejected"":235,""constraint_removal_no_change"":234,""evaluation_budget_exhausted"":1}"
rc105C5,ejection_chain,3,3,3,0,0,0,0,0,0,15,36,0,9,"{""ejection_chain_exact_evaluation_budget"":6,""time_window_prefilter"":36}"
rc105C5,relocate,3,3,3,0,0,0,0,0,0,12,18,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":18}"
rc105C5,route_elimination,3,114,3,3,111,3,3,3,3,231,0,0,18,"{""no_existing_route_insertion"":228}"
rc105C5,route_merge,3,91,0,0,91,0,0,0,0,0,637,0,0,"{""time_window_prefilter"":637}"
rc105C5,route_segment_destroy,3,3,0,0,0,0,0,0,0,0,0,0,0,"{""no_route_with_segment_length"":3}"
rc105C5,shaw_related,3,258,51,51,207,0,0,0,0,516,0,0,12,"{""candidate_rejected"":207,""constraint_removal_no_change"":157,""constraint_removal_no_existing_route_insertion"":50}"
rc105C5,standard,3,1385,1385,1326,59,0,0,0,0,0,0,0,0,{}
rc105C5,station_pressure,3,262,3,3,259,3,3,0,3,524,0,0,0,"{""candidate_rejected"":259,""constraint_removal_no_change"":13,""constraint_removal_no_existing_route_insertion"":246}"
rc105C5,swap,3,3,3,0,0,0,0,0,0,12,15,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""swap_exact_evaluation_budget"":3,""time_window_prefilter"":15}"
rc105C5,time_window_conflict,3,247,39,39,208,0,0,0,0,494,0,0,1,"{""candidate_rejected"":208,""constraint_removal_no_change"":208}"
rc105C5,two_opt_star,3,3,0,0,0,0,0,0,0,0,3,0,0,"{""time_window_prefilter"":3}"
rc105C5,vehicle_count_aware_repair,3,1410,1410,1410,0,0,0,0,0,0,0,0,0,{}
rc105C5,worst_energy_detour,3,241,0,0,241,0,0,0,0,482,0,0,0,"{""candidate_rejected"":241,""constraint_removal_no_change"":17,""constraint_removal_no_existing_route_insertion"":224}"
