instance,source_path,customer_count,station_count,load_capacity,battery_capacity,consumption_rate,inverse_refueling_rate,average_velocity,depot_due_date,earliest_customer_ready,latest_customer_due,distance_metric,structurally_feasible,failures,warnings,theoretical_lower_bound,structural_lower_bound,experimental_capacity,stress_ratio
r102C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r102C15.txt,15,8,200.0,60.63,1.0,0.49,1.0,230.0,0.0,202.0,EUC_2D (unrounded Euclidean distance),True,,,25.0,50.0,60.63,1.2126000000000001
r102_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r102_21.txt,100,21,200.0,62.14,1.0,0.48,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,62.14,1.7368658015229617
r103C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r103C10.txt,10,3,200.0,60.63,1.0,0.49,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,27.586228448267445,55.17245689653489,60.63,1.0989178914707327
r103_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r103_21.txt,100,21,200.0,62.14,1.0,0.48,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,62.14,1.7368658015229617
r104C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r104C5.txt,5,3,200.0,60.63,1.0,0.49,1.0,230.0,0.0,202.0,EUC_2D (unrounded Euclidean distance),True,,,18.384776310850235,36.76955262170047,60.63,1.648918620897707
r104_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r104_21.txt,100,21,200.0,67.15,1.0,0.45,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,67.15,1.8768995586138861
r105C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r105C15.txt,15,6,200.0,60.63,1.0,0.49,1.0,230.0,27.0,213.0,EUC_2D (unrounded Euclidean distance),True,,,23.706539182259394,47.41307836451879,60.63,1.278761094857996
r105C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r105C5.txt,5,3,200.0,60.63,1.0,0.49,1.0,230.0,49.0,213.0,EUC_2D (unrounded Euclidean distance),True,,,27.784887978899608,55.569775957799216,60.63,1.0910607241973338
r105_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r105_21.txt,100,21,200.0,62.14,1.0,0.48,1.0,230.0,18.0,213.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,62.14,1.7368658015229617
r106_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r106_21.txt,100,21,200.0,62.6,1.0,0.48,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,62.6,1.7497231923935854
r107_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r107_21.txt,100,21,200.0,66.28,1.0,0.45,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,66.28,1.8525823193585758
r108_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r108_21.txt,100,21,200.0,64.06,1.0,0.47,1.0,230.0,0.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,64.06,1.7905314329829565
r109_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r109_21.txt,100,21,200.0,65.17,1.0,0.46,1.0,230.0,12.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,65.17,1.8215568761707661
r110_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r110_21.txt,100,21,200.0,67.12,1.0,0.45,1.0,230.0,9.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,67.12,1.8760610331223235
r111_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r111_21.txt,100,21,200.0,65.8,1.0,0.46,1.0,230.0,9.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,65.8,1.8391659114935768
r112_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r112_21.txt,100,21,200.0,65.48,1.0,0.46,1.0,230.0,9.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,65.48,1.830221639583578
r201C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r201C10.txt,10,4,1000.0,60.63,1.0,0.49,1.0,1000.0,86.0,809.0,EUC_2D (unrounded Euclidean distance),True,,,19.697715603592208,39.395431207184416,60.63,1.5390109498012832
r201_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r201_21.txt,100,21,1000.0,187.86,1.0,0.16,1.0,1000.0,12.0,964.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,187.86,5.250846628163881
r202C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r202C15.txt,15,6,1000.0,60.63,1.0,0.49,1.0,1000.0,0.0,968.0,EUC_2D (unrounded Euclidean distance),True,,,25.553864678361276,51.10772935672255,60.63,1.1863176228553172
r202C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r202C5.txt,5,3,1000.0,60.63,1.0,0.49,1.0,1000.0,0.0,968.0,EUC_2D (unrounded Euclidean distance),True,,,19.697715603592208,39.395431207184416,60.63,1.5390109498012832
r202_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r202_21.txt,100,21,1000.0,238.34,1.0,0.13,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,238.34,6.661805521966248
r203C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r203C10.txt,10,5,1000.0,60.63,1.0,0.49,1.0,1000.0,0.0,977.0,EUC_2D (unrounded Euclidean distance),True,,,27.784887978899608,55.569775957799216,60.63,1.0910607241973338
r203C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r203C5.txt,5,4,1000.0,60.63,1.0,0.49,1.0,1000.0,0.0,974.0,EUC_2D (unrounded Euclidean distance),True,,,17.029386365926403,34.058772731852805,60.63,1.7801580954588236
r203_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r203_21.txt,100,21,1000.0,187.9,1.0,0.16,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,187.9,5.251964662152631
r204_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r204_21.txt,100,21,1000.0,247.66,1.0,0.12,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,247.66,6.922307441344974
r205_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r205_21.txt,100,21,1000.0,198.88,1.0,0.15,1.0,1000.0,12.0,975.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,198.88,5.558864992064477
r206_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r206_21.txt,100,21,1000.0,181.23,1.0,0.17,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,181.23,5.065532494528585
r207_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r207_21.txt,100,21,1000.0,267.18,1.0,0.11,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,267.18,7.467908027854922
r208_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r208_21.txt,100,21,1000.0,218.03,1.0,0.14,1.0,1000.0,0.0,985.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,218.03,6.094123764178489
r209C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r209C15.txt,15,5,1000.0,60.63,1.0,0.49,1.0,1000.0,21.0,963.0,EUC_2D (unrounded Euclidean distance),True,,,26.832815729997478,53.665631459994955,60.63,1.1297733456317687
r209_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r209_21.txt,100,21,1000.0,181.83,1.0,0.16,1.0,1000.0,12.0,975.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,181.83,5.082303004359835
r210_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r210_21.txt,100,21,1000.0,187.87,1.0,0.16,1.0,1000.0,12.0,974.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,187.87,5.251126136661068
r211_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/r211_21.txt,100,21,1000.0,265.71,1.0,0.11,1.0,1000.0,12.0,978.0,EUC_2D (unrounded Euclidean distance),True,,,17.88854381999832,35.77708763999664,265.71,7.426820278768363
rc101_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc101_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,10.0,214.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc102C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc102C10.txt,10,4,200.0,77.75,1.0,0.39,1.0,240.0,0.0,210.0,EUC_2D (unrounded Euclidean distance),True,,,37.73592452822641,75.47184905645283,77.75,1.0301854396311811
rc102_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc102_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,0.0,217.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc103C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc103C15.txt,15,5,200.0,77.75,1.0,0.39,1.0,240.0,0.0,210.0,EUC_2D (unrounded Euclidean distance),True,,,20.024984394500787,40.049968789001575,77.75,1.9413248586938103
rc103_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc103_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,0.0,222.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc104_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc104_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,0.0,222.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc105C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc105C5.txt,5,4,200.0,77.75,1.0,0.39,1.0,240.0,15.0,147.0,EUC_2D (unrounded Euclidean distance),True,,,19.924858845171276,39.84971769034255,77.75,1.9510803214257766
rc105_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc105_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,10.0,214.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc106_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc106_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,10.0,214.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc107_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc107_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,8.0,215.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc108C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc108C10.txt,10,4,200.0,77.75,1.0,0.39,1.0,240.0,8.0,197.0,EUC_2D (unrounded Euclidean distance),True,,,32.202484376209235,64.40496875241847,77.75,1.2072049952990687
rc108C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc108C15.txt,15,5,200.0,77.75,1.0,0.39,1.0,240.0,14.0,211.0,EUC_2D (unrounded Euclidean distance),True,,,31.622776601683793,63.245553203367585,77.75,1.2293354403904575
rc108C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc108C5.txt,5,4,200.0,77.75,1.0,0.39,1.0,240.0,26.0,190.0,EUC_2D (unrounded Euclidean distance),True,,,25.495097567963924,50.99019513592785,77.75,1.5248029506993808
rc108_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc108_21.txt,100,21,200.0,79.69,1.0,0.38,1.0,240.0,8.0,217.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,79.69,1.6362380375981262
rc201C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc201C10.txt,10,4,1000.0,77.75,1.0,0.39,1.0,960.0,39.0,904.0,EUC_2D (unrounded Euclidean distance),True,,,27.51363298439521,55.02726596879042,77.75,1.412935907884232
rc201_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc201_21.txt,100,21,1000.0,211.04,1.0,0.14,1.0,960.0,10.0,922.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,211.04,4.3331870429753865
rc202C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc202C15.txt,15,5,1000.0,77.75,1.0,0.39,1.0,960.0,0.0,912.0,EUC_2D (unrounded Euclidean distance),True,,,35.34119409414458,70.68238818828917,77.75,1.0999911292312816
rc202_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc202_21.txt,100,21,1000.0,273.13,1.0,0.11,1.0,960.0,0.0,937.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,273.13,5.608052393138113
rc203_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc203_21.txt,100,21,1000.0,209.92,1.0,0.14,1.0,960.0,0.0,942.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,209.92,4.3101905992294975
rc204C15,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc204C15.txt,15,7,1000.0,77.75,1.0,0.39,1.0,960.0,0.0,935.0,EUC_2D (unrounded Euclidean distance),True,,,22.561028345356956,45.12205669071391,77.75,1.7231040804042272
rc204C5,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc204C5.txt,5,4,1000.0,77.75,1.0,0.39,1.0,960.0,0.0,937.0,EUC_2D (unrounded Euclidean distance),True,,,21.840329667841555,43.68065933568311,77.75,1.779963974501762
rc204_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc204_21.txt,100,21,1000.0,159.68,1.0,0.19,1.0,960.0,0.0,942.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,159.68,3.2786358369139017
rc205C10,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc205C10.txt,10,4,1000.0,77.75,1.0,0.39,1.0,960.0,39.0,739.0,EUC_2D (unrounded Euclidean distance),True,,,33.301651610693426,66.60330322138685,77.75,1.1673595188148844
rc205_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc205_21.txt,100,21,1000.0,194.58,1.0,0.15,1.0,960.0,10.0,940.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,194.58,3.995221450067053
rc206_21,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/data/schneider/rc206_21.txt,100,21,1000.0,229.26,1.0,0.13,1.0,960.0,10.0,937.0,EUC_2D (unrounded Euclidean distance),True,,,24.351591323771842,48.703182647543684,229.26,4.707289904627261
