axis,count,instance,reason,seed,status
serial_wall_clock,13598,c101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,702,c101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,126,c101_21,capacity_prefilter,2015,rejected
serial_wall_clock,2692,c101_21,forward_time_window_prefilter,2015,rejected
parallel_wall_clock,6,c101_21,capacity_prefilter,2015,negative_cache_hit
parallel_wall_clock,74,c101_21,forward_time_window_prefilter,2015,negative_cache_hit
parallel_wall_clock,19068,c101_21,,2015,pass
parallel_wall_clock,14644,c101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,756,c101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,126,c101_21,capacity_prefilter,2015,rejected
parallel_wall_clock,2692,c101_21,forward_time_window_prefilter,2015,rejected
serial_fixed_exact_calls,6,c101_21,capacity_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,74,c101_21,forward_time_window_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,19011,c101_21,,2016,pass
serial_fixed_exact_calls,6276,c101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,324,c101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,126,c101_21,capacity_prefilter,2016,rejected
serial_fixed_exact_calls,2692,c101_21,forward_time_window_prefilter,2016,rejected
parallel_fixed_exact_calls,6,c101_21,capacity_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,74,c101_21,forward_time_window_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,19011,c101_21,,2016,pass
parallel_fixed_exact_calls,6276,c101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,324,c101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,126,c101_21,capacity_prefilter,2016,rejected
parallel_fixed_exact_calls,2692,c101_21,forward_time_window_prefilter,2016,rejected
serial_wall_clock,6,c101_21,capacity_prefilter,2016,negative_cache_hit
serial_wall_clock,74,c101_21,forward_time_window_prefilter,2016,negative_cache_hit
serial_wall_clock,19053,c101_21,,2016,pass
serial_wall_clock,13598,c101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,702,c101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,126,c101_21,capacity_prefilter,2016,rejected
serial_wall_clock,2692,c101_21,forward_time_window_prefilter,2016,rejected
parallel_wall_clock,6,c101_21,capacity_prefilter,2016,negative_cache_hit
parallel_wall_clock,74,c101_21,forward_time_window_prefilter,2016,negative_cache_hit
parallel_wall_clock,19053,c101_21,,2016,pass
parallel_wall_clock,13598,c101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,702,c101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,126,c101_21,capacity_prefilter,2016,rejected
parallel_wall_clock,2692,c101_21,forward_time_window_prefilter,2016,rejected
serial_fixed_exact_calls,5,c104C10,forward_time_window_prefilter,2014,negative_cache_hit
serial_fixed_exact_calls,499,c104C10,,2014,pass
serial_fixed_exact_calls,64,c104C10,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,9,c104C10,forward_time_window_prefilter,2014,rejected
parallel_fixed_exact_calls,5,c104C10,forward_time_window_prefilter,2014,negative_cache_hit
parallel_fixed_exact_calls,499,c104C10,,2014,pass
parallel_fixed_exact_calls,64,c104C10,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,9,c104C10,forward_time_window_prefilter,2014,rejected
serial_wall_clock,5,c104C10,forward_time_window_prefilter,2014,negative_cache_hit
serial_wall_clock,883,c104C10,,2014,pass
serial_wall_clock,456,c104C10,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,9,c104C10,forward_time_window_prefilter,2014,rejected
parallel_wall_clock,5,c104C10,forward_time_window_prefilter,2014,negative_cache_hit
parallel_wall_clock,883,c104C10,,2014,pass
parallel_wall_clock,456,c104C10,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,9,c104C10,forward_time_window_prefilter,2014,rejected
serial_fixed_exact_calls,4,c104C10,forward_time_window_prefilter,2015,negative_cache_hit
serial_fixed_exact_calls,525,c104C10,,2015,pass
serial_fixed_exact_calls,81,c104C10,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,10,c104C10,forward_time_window_prefilter,2015,rejected
parallel_fixed_exact_calls,4,c104C10,forward_time_window_prefilter,2015,negative_cache_hit
parallel_fixed_exact_calls,525,c104C10,,2015,pass
parallel_fixed_exact_calls,81,c104C10,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,10,c104C10,forward_time_window_prefilter,2015,rejected
serial_wall_clock,4,c104C10,forward_time_window_prefilter,2015,negative_cache_hit
serial_wall_clock,1542,c104C10,,2015,pass
serial_wall_clock,441,c104C10,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,10,c104C10,forward_time_window_prefilter,2015,rejected
parallel_wall_clock,4,c104C10,forward_time_window_prefilter,2015,negative_cache_hit
parallel_wall_clock,1542,c104C10,,2015,pass
parallel_wall_clock,441,c104C10,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,10,c104C10,forward_time_window_prefilter,2015,rejected
serial_fixed_exact_calls,4,c104C10,forward_time_window_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,516,c104C10,,2016,pass
serial_fixed_exact_calls,72,c104C10,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,10,c104C10,forward_time_window_prefilter,2016,rejected
parallel_fixed_exact_calls,4,c104C10,forward_time_window_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,516,c104C10,,2016,pass
parallel_fixed_exact_calls,72,c104C10,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,10,c104C10,forward_time_window_prefilter,2016,rejected
serial_wall_clock,4,c104C10,forward_time_window_prefilter,2016,negative_cache_hit
serial_wall_clock,1447,c104C10,,2016,pass
serial_wall_clock,527,c104C10,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,10,c104C10,forward_time_window_prefilter,2016,rejected
parallel_wall_clock,4,c104C10,forward_time_window_prefilter,2016,negative_cache_hit
parallel_wall_clock,1447,c104C10,,2016,pass
parallel_wall_clock,527,c104C10,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,10,c104C10,forward_time_window_prefilter,2016,rejected
serial_fixed_exact_calls,71,c106C15,forward_time_window_prefilter,2014,negative_cache_hit
serial_fixed_exact_calls,904,c106C15,,2014,pass
serial_fixed_exact_calls,252,c106C15,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,151,c106C15,forward_time_window_prefilter,2014,rejected
parallel_fixed_exact_calls,71,c106C15,forward_time_window_prefilter,2014,negative_cache_hit
parallel_fixed_exact_calls,904,c106C15,,2014,pass
parallel_fixed_exact_calls,252,c106C15,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,151,c106C15,forward_time_window_prefilter,2014,rejected
serial_wall_clock,71,c106C15,forward_time_window_prefilter,2014,negative_cache_hit
serial_wall_clock,1504,c106C15,,2014,pass
serial_wall_clock,1260,c106C15,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,151,c106C15,forward_time_window_prefilter,2014,rejected
parallel_wall_clock,71,c106C15,forward_time_window_prefilter,2014,negative_cache_hit
parallel_wall_clock,1504,c106C15,,2014,pass
parallel_wall_clock,1260,c106C15,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,151,c106C15,forward_time_window_prefilter,2014,rejected
serial_fixed_exact_calls,81,c106C15,forward_time_window_prefilter,2015,negative_cache_hit
serial_fixed_exact_calls,980,c106C15,,2015,pass
serial_fixed_exact_calls,300,c106C15,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,173,c106C15,forward_time_window_prefilter,2015,rejected
parallel_fixed_exact_calls,81,c106C15,forward_time_window_prefilter,2015,negative_cache_hit
parallel_fixed_exact_calls,980,c106C15,,2015,pass
parallel_fixed_exact_calls,300,c106C15,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,173,c106C15,forward_time_window_prefilter,2015,rejected
serial_wall_clock,81,c106C15,forward_time_window_prefilter,2015,negative_cache_hit
serial_wall_clock,2588,c106C15,,2015,pass
serial_wall_clock,1950,c106C15,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,173,c106C15,forward_time_window_prefilter,2015,rejected
parallel_wall_clock,81,c106C15,forward_time_window_prefilter,2015,negative_cache_hit
parallel_wall_clock,2588,c106C15,,2015,pass
parallel_wall_clock,1950,c106C15,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,173,c106C15,forward_time_window_prefilter,2015,rejected
serial_fixed_exact_calls,71,c106C15,forward_time_window_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,739,c106C15,,2016,pass
serial_fixed_exact_calls,168,c106C15,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,151,c106C15,forward_time_window_prefilter,2016,rejected
parallel_fixed_exact_calls,71,c106C15,forward_time_window_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,739,c106C15,,2016,pass
parallel_fixed_exact_calls,168,c106C15,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,151,c106C15,forward_time_window_prefilter,2016,rejected
serial_wall_clock,71,c106C15,forward_time_window_prefilter,2016,negative_cache_hit
serial_wall_clock,1296,c106C15,,2016,pass
serial_wall_clock,1428,c106C15,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,151,c106C15,forward_time_window_prefilter,2016,rejected
parallel_wall_clock,71,c106C15,forward_time_window_prefilter,2016,negative_cache_hit
parallel_wall_clock,1296,c106C15,,2016,pass
parallel_wall_clock,1428,c106C15,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,151,c106C15,forward_time_window_prefilter,2016,rejected
serial_fixed_exact_calls,1000,r101_21,forward_time_window_prefilter,2014,negative_cache_hit
serial_fixed_exact_calls,33285,r101_21,,2014,pass
serial_fixed_exact_calls,2171,r101_21,capacity_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,22529,r101_21,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,2003,r101_21,forward_time_window_prefilter,2014,rejected
parallel_fixed_exact_calls,1000,r101_21,forward_time_window_prefilter,2014,negative_cache_hit
parallel_fixed_exact_calls,33285,r101_21,,2014,pass
parallel_fixed_exact_calls,2171,r101_21,capacity_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,22529,r101_21,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,2003,r101_21,forward_time_window_prefilter,2014,rejected
serial_wall_clock,1000,r101_21,forward_time_window_prefilter,2014,negative_cache_hit
serial_wall_clock,33363,r101_21,,2014,pass
serial_wall_clock,3006,r101_21,capacity_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,31194,r101_21,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,2003,r101_21,forward_time_window_prefilter,2014,rejected
parallel_wall_clock,1000,r101_21,forward_time_window_prefilter,2014,negative_cache_hit
parallel_wall_clock,33363,r101_21,,2014,pass
parallel_wall_clock,3006,r101_21,capacity_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,31194,r101_21,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,2003,r101_21,forward_time_window_prefilter,2014,rejected
serial_fixed_exact_calls,875,r101_21,forward_time_window_prefilter,2015,negative_cache_hit
serial_fixed_exact_calls,31547,r101_21,,2015,pass
serial_fixed_exact_calls,810,r101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,16290,r101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,1986,r101_21,forward_time_window_prefilter,2015,rejected
parallel_fixed_exact_calls,875,r101_21,forward_time_window_prefilter,2015,negative_cache_hit
parallel_fixed_exact_calls,31547,r101_21,,2015,pass
parallel_fixed_exact_calls,810,r101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,16290,r101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,1986,r101_21,forward_time_window_prefilter,2015,rejected
serial_wall_clock,875,r101_21,forward_time_window_prefilter,2015,negative_cache_hit
serial_wall_clock,31685,r101_21,,2015,pass
serial_wall_clock,1530,r101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,30770,r101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,1986,r101_21,forward_time_window_prefilter,2015,rejected
parallel_wall_clock,875,r101_21,forward_time_window_prefilter,2015,negative_cache_hit
parallel_wall_clock,31685,r101_21,,2015,pass
parallel_wall_clock,1530,r101_21,capacity_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,30770,r101_21,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,1986,r101_21,forward_time_window_prefilter,2015,rejected
serial_fixed_exact_calls,985,r101_21,forward_time_window_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,32627,r101_21,,2016,pass
serial_fixed_exact_calls,4059,r101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,33941,r101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,2001,r101_21,forward_time_window_prefilter,2016,rejected
parallel_fixed_exact_calls,985,r101_21,forward_time_window_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,32627,r101_21,,2016,pass
parallel_fixed_exact_calls,4059,r101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,33941,r101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,2001,r101_21,forward_time_window_prefilter,2016,rejected
serial_wall_clock,985,r101_21,forward_time_window_prefilter,2016,negative_cache_hit
serial_wall_clock,32694,r101_21,,2016,pass
serial_wall_clock,4843,r101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,40757,r101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,2001,r101_21,forward_time_window_prefilter,2016,rejected
parallel_wall_clock,985,r101_21,forward_time_window_prefilter,2016,negative_cache_hit
parallel_wall_clock,32694,r101_21,,2016,pass
parallel_wall_clock,4843,r101_21,capacity_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,40757,r101_21,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,2001,r101_21,forward_time_window_prefilter,2016,rejected
serial_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2014,negative_cache_hit
serial_fixed_exact_calls,478,r103C10,,2014,pass
serial_fixed_exact_calls,180,r103C10,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2014,rejected
parallel_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2014,negative_cache_hit
parallel_fixed_exact_calls,478,r103C10,,2014,pass
parallel_fixed_exact_calls,180,r103C10,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2014,rejected
serial_wall_clock,33,r103C10,forward_time_window_prefilter,2014,negative_cache_hit
serial_wall_clock,1703,r103C10,,2014,pass
serial_wall_clock,630,r103C10,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,81,r103C10,forward_time_window_prefilter,2014,rejected
parallel_wall_clock,33,r103C10,forward_time_window_prefilter,2014,negative_cache_hit
parallel_wall_clock,1703,r103C10,,2014,pass
parallel_wall_clock,630,r103C10,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,81,r103C10,forward_time_window_prefilter,2014,rejected
serial_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2015,negative_cache_hit
serial_fixed_exact_calls,496,r103C10,,2015,pass
serial_fixed_exact_calls,160,r103C10,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2015,rejected
parallel_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2015,negative_cache_hit
parallel_fixed_exact_calls,496,r103C10,,2015,pass
parallel_fixed_exact_calls,160,r103C10,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2015,rejected
serial_wall_clock,33,r103C10,forward_time_window_prefilter,2015,negative_cache_hit
serial_wall_clock,1253,r103C10,,2015,pass
serial_wall_clock,670,r103C10,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,81,r103C10,forward_time_window_prefilter,2015,rejected
parallel_wall_clock,33,r103C10,forward_time_window_prefilter,2015,negative_cache_hit
parallel_wall_clock,1253,r103C10,,2015,pass
parallel_wall_clock,670,r103C10,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_wall_clock,81,r103C10,forward_time_window_prefilter,2015,rejected
serial_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2016,negative_cache_hit
serial_fixed_exact_calls,364,r103C10,,2016,pass
serial_fixed_exact_calls,70,r103C10,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2016,rejected
parallel_fixed_exact_calls,33,r103C10,forward_time_window_prefilter,2016,negative_cache_hit
parallel_fixed_exact_calls,364,r103C10,,2016,pass
parallel_fixed_exact_calls,70,r103C10,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_fixed_exact_calls,81,r103C10,forward_time_window_prefilter,2016,rejected
serial_wall_clock,33,r103C10,forward_time_window_prefilter,2016,negative_cache_hit
serial_wall_clock,1540,r103C10,,2016,pass
serial_wall_clock,620,r103C10,time_window_prefilter,2016,prefilter_rejected_aggregate
serial_wall_clock,81,r103C10,forward_time_window_prefilter,2016,rejected
parallel_wall_clock,33,r103C10,forward_time_window_prefilter,2016,negative_cache_hit
parallel_wall_clock,1540,r103C10,,2016,pass
parallel_wall_clock,620,r103C10,time_window_prefilter,2016,prefilter_rejected_aggregate
parallel_wall_clock,81,r103C10,forward_time_window_prefilter,2016,rejected
serial_fixed_exact_calls,101,r105C15,forward_time_window_prefilter,2014,negative_cache_hit
serial_fixed_exact_calls,941,r105C15,,2014,pass
serial_fixed_exact_calls,405,r105C15,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_fixed_exact_calls,182,r105C15,forward_time_window_prefilter,2014,rejected
parallel_fixed_exact_calls,101,r105C15,forward_time_window_prefilter,2014,negative_cache_hit
parallel_fixed_exact_calls,941,r105C15,,2014,pass
parallel_fixed_exact_calls,405,r105C15,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_fixed_exact_calls,182,r105C15,forward_time_window_prefilter,2014,rejected
serial_wall_clock,101,r105C15,forward_time_window_prefilter,2014,negative_cache_hit
serial_wall_clock,2405,r105C15,,2014,pass
serial_wall_clock,2610,r105C15,time_window_prefilter,2014,prefilter_rejected_aggregate
serial_wall_clock,182,r105C15,forward_time_window_prefilter,2014,rejected
parallel_wall_clock,101,r105C15,forward_time_window_prefilter,2014,negative_cache_hit
parallel_wall_clock,2405,r105C15,,2014,pass
parallel_wall_clock,2610,r105C15,time_window_prefilter,2014,prefilter_rejected_aggregate
parallel_wall_clock,182,r105C15,forward_time_window_prefilter,2014,rejected
serial_fixed_exact_calls,99,r105C15,forward_time_window_prefilter,2015,negative_cache_hit
serial_fixed_exact_calls,1102,r105C15,,2015,pass
serial_fixed_exact_calls,495,r105C15,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_fixed_exact_calls,186,r105C15,forward_time_window_prefilter,2015,rejected
parallel_fixed_exact_calls,99,r105C15,forward_time_window_prefilter,2015,negative_cache_hit
parallel_fixed_exact_calls,1102,r105C15,,2015,pass
parallel_fixed_exact_calls,495,r105C15,time_window_prefilter,2015,prefilter_rejected_aggregate
parallel_fixed_exact_calls,186,r105C15,forward_time_window_prefilter,2015,rejected
serial_wall_clock,99,r105C15,forward_time_window_prefilter,2015,negative_cache_hit
serial_wall_clock,2635,r105C15,,2015,pass
serial_wall_clock,2520,r105C15,time_window_prefilter,2015,prefilter_rejected_aggregate
serial_wall_clock,186,r105C15,forward_time_window_prefilter,2015,rejected
